command,name,help,description,arguments_json,has_help,has_description,mentioned_in_docs,example_in_code_block,safety_flags
release-manifest-verify,release-manifest-verify,verify every entry in a release hash manifest,,"[{""choices"": null, ""default"": null, ""dest"": ""root"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""manifest"", ""help"": null, ""nargs"": null, ""option_strings"": [""--manifest""], ""required"": false, ""type"": ""_path""}]",True,False,False,False,[]
release-policy,release-policy,canonical release-policy capability commands,Canonical release-policy commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
release-policy moddable-source,moddable-source,moddable-source command,,"[{""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
relink,relink,relink an image from a declared reconstruction manifest,,"[{""choices"": null, ""default"": null, ""dest"": ""manifest"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": false, ""type"": ""_path""}]",True,False,False,False,[]
reloc,reloc,canonical reloc capability commands,Canonical reloc commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
reloc inspect,inspect,inspect command,,"[{""choices"": null, ""default"": null, ""dest"": ""object"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""symbol"", ""help"": null, ""nargs"": null, ""option_strings"": [""--symbol""], ""required"": false, ""type"": null}]",True,False,False,False,[]
reloc resolve,resolve,resolve command,,"[{""choices"": null, ""default"": null, ""dest"": ""object"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""symbol"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""base_rva"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_int""}, {""choices"": null, ""default"": null, ""dest"": ""symbol_map"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": 0, ""dest"": ""image_base"", ""help"": null, ""nargs"": null, ""option_strings"": [""--image-base""], ""required"": false, ""type"": ""_int""}]",True,False,False,False,[]
reloc supported,supported,supported command,,[],True,False,False,False,[]
reproduce-create,reproduce-create,create a reproducibility manifest for declared inputs,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""required_tool"", ""help"": null, ""nargs"": null, ""option_strings"": [""--required-tool""], ""required"": false, ""type"": null}]",True,False,True,False,[]
reproduce-verify,reproduce-verify,verify a reproducibility manifest and all input hashes,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""manifest"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}]",True,False,True,False,[]
review,review,canonical review capability commands,Canonical review commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
review assign,assign,assign command,,"[{""choices"": null, ""default"": null, ""dest"": ""review_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""assignee"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
review create,create,create command,,"[{""choices"": null, ""default"": null, ""dest"": ""kind"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""subject_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""summary"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": 50, ""dest"": ""priority"", ""help"": null, ""nargs"": null, ""option_strings"": [""--priority""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": null, ""dest"": ""details_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--details-json""], ""required"": false, ""type"": null}]",True,False,False,False,[]
review decide,decide,decide command,,"[{""choices"": null, ""default"": null, ""dest"": ""review_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""decision"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""rationale"", ""help"": null, ""nargs"": null, ""option_strings"": [""--rationale""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": false, ""dest"": ""lock"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--lock""], ""required"": false, ""type"": null}]",True,False,False,False,[]
review list,list,list command,,"[{""choices"": null, ""default"": null, ""dest"": ""status"", ""help"": null, ""nargs"": null, ""option_strings"": [""--status""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 100, ""dest"": ""limit"", ""help"": null, ""nargs"": null, ""option_strings"": [""--limit""], ""required"": false, ""type"": ""int""}]",True,False,False,False,[]
review lock,lock,lock command,,"[{""choices"": null, ""default"": null, ""dest"": ""review_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
review show,show,show command,,"[{""choices"": null, ""default"": null, ""dest"": ""review_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
runtime,runtime,canonical runtime capability commands,Canonical runtime commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
runtime launch,launch,launch command,,"[{""choices"": null, ""default"": null, ""dest"": ""image"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": [], ""dest"": ""argument"", ""help"": null, ""nargs"": null, ""option_strings"": [""--argument""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 10, ""dest"": ""timeout"", ""help"": null, ""nargs"": null, ""option_strings"": [""--timeout""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": false, ""dest"": ""execute"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--execute""], ""required"": false, ""type"": null}]",True,False,False,False,[]
runtime map-crash,map-crash,map-crash command,,"[{""choices"": null, ""default"": null, ""dest"": ""rva"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
runtime validate-image,validate-image,validate-image command,,"[{""choices"": null, ""default"": null, ""dest"": ""image"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
runtime-analysis,runtime-analysis,canonical runtime-analysis capability commands,Canonical runtime-analysis commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
runtime-analysis identify,identify,identify command,,"[{""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
runtime-analysis match-library,match-library,match-library command,,"[{""choices"": null, ""default"": null, ""dest"": ""library_inventory"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
runtime-analysis quarantine,quarantine,quarantine command,,"[{""choices"": null, ""default"": null, ""dest"": ""identification_report"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
sbom-generate,sbom-generate,generate a software bill of materials,,"[{""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}]",True,False,False,False,[]
script-port,script-port,canonical script-port capability commands,Canonical script-port commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
script-port audit,audit,audit command,,"[{""choices"": null, ""default"": null, ""dest"": ""root"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
security,security,canonical security capability commands,Canonical security commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,True,False,[]
security finding,finding,finding command,,"[{""choices"": null, ""default"": null, ""dest"": ""rule_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""severity"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""subject_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""summary"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""evidence_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--evidence-json""], ""required"": true, ""type"": null}]",True,False,False,False,[]
security policy,policy,policy command,,"[{""choices"": null, ""default"": null, ""dest"": ""name"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""policy_json"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
security report,report,report command,,[],True,False,False,False,[]
security scan,scan,scan command,,"[{""choices"": null, ""default"": null, ""dest"": ""observations_json"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
security-audit,security-audit,audit a source tree for declared security checks,,"[{""choices"": null, ""default"": null, ""dest"": ""root"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": false, ""type"": ""_path""}]",True,False,False,False,[]
serve,serve,serve the read-only project API on loopback by default,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": ""127.0.0.1"", ""dest"": ""host"", ""help"": null, ""nargs"": null, ""option_strings"": [""--host""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 8765, ""dest"": ""port"", ""help"": null, ""nargs"": null, ""option_strings"": [""--port""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": false, ""dest"": ""allow_remote"", ""help"": ""explicitly authorize a non-loopback bind"", ""nargs"": 0, ""option_strings"": [""--allow-remote""], ""required"": false, ""type"": null}]",True,False,False,False,"[""allow_remote""]"
snapshot-tools,snapshot-tools,record detected external tool versions and paths,,"[{""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""ghidra_home"", ""help"": null, ""nargs"": null, ""option_strings"": [""--ghidra-home""], ""required"": false, ""type"": ""_path""}]",True,False,False,False,[]
source,source,canonical source capability commands,Canonical source commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
source impact,impact,impact command,,"[{""choices"": null, ""default"": null, ""dest"": ""path"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
source lock,lock,lock command,,"[{""choices"": null, ""default"": null, ""dest"": ""path"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""reason"", ""help"": null, ""nargs"": null, ""option_strings"": [""--reason""], ""required"": true, ""type"": null}]",True,False,False,False,[]
source reconcile,reconcile,reconcile command,,"[{""choices"": null, ""default"": null, ""dest"": ""path"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""before_sha256"", ""help"": null, ""nargs"": null, ""option_strings"": [""--before-sha256""], ""required"": false, ""type"": null}, {""choices"": [""true"", ""false""], ""default"": null, ""dest"": ""semantic"", ""help"": null, ""nargs"": null, ""option_strings"": [""--semantic""], ""required"": false, ""type"": null}]",True,False,False,False,[]
source unlock,unlock,unlock command,,"[{""choices"": null, ""default"": null, ""dest"": ""path"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
source-map,source-map,canonical source-map capability commands,Canonical source-map commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
source-map annotate,annotate,annotate command,,"[{""choices"": null, ""default"": null, ""dest"": ""source_root"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": ""GAME"", ""dest"": ""binary"", ""help"": null, ""nargs"": null, ""option_strings"": [""--binary""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": false, ""type"": null}]",True,False,False,False,[]
source-map verify,verify,verify command,,"[{""choices"": null, ""default"": null, ""dest"": ""source_root"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": false, ""type"": null}]",True,False,False,False,[]
source-stage,source-stage,canonical source-stage capability commands,Canonical source-stage commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
source-stage classify,classify,classify command,,"[{""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
staging,staging,canonical staging capability commands,Canonical staging commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
staging compile-check,compile-check,compile-check command,,"[{""choices"": null, ""default"": null, ""dest"": ""command_json"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""cwd"", ""help"": null, ""nargs"": null, ""option_strings"": [""--cwd""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 120, ""dest"": ""timeout"", ""help"": null, ""nargs"": null, ""option_strings"": [""--timeout""], ""required"": false, ""type"": ""int""}]",True,False,False,False,[]
staging generate-context,generate-context,generate-context command,,"[{""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""sources"", ""help"": null, ""nargs"": ""+"", ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
staging resolve,resolve,resolve command,,"[{""choices"": null, ""default"": null, ""dest"": ""mapping_json"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
staging scan,scan,scan command,,"[{""choices"": null, ""default"": null, ""dest"": ""sources"", ""help"": null, ""nargs"": ""+"", ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
staging unresolved,unresolved,unresolved command,,[],True,False,False,False,[]
subsystem,subsystem,canonical subsystem capability commands,Canonical subsystem commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
subsystem detect,detect,detect command,,"[{""choices"": null, ""default"": null, ""dest"": ""root"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
symbolic-memory-validate,symbolic-memory-validate,angr comparison with symbolic region bases and alias constraints,,"[{""choices"": null, ""default"": null, ""dest"": ""target"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""candidate"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""harness"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": false, ""type"": ""_path""}]",True,False,False,False,[]
symbolic-validate,symbolic-validate,symbolically compare bounded binary functions,,"[{""choices"": null, ""default"": null, ""dest"": ""target"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""candidate"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": [""x86"", ""x86_64""], ""default"": ""x86"", ""dest"": ""architecture"", ""help"": null, ""nargs"": null, ""option_strings"": [""--architecture""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": [], ""dest"": ""input_register"", ""help"": null, ""nargs"": null, ""option_strings"": [""--input-register""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 0, ""dest"": ""stack_argument_words"", ""help"": null, ""nargs"": null, ""option_strings"": [""--stack-argument-words""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": null, ""dest"": ""output_register"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output-register""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 1000, ""dest"": ""max_steps"", ""help"": null, ""nargs"": null, ""option_strings"": [""--max-steps""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": 64, ""dest"": ""max_paths"", ""help"": null, ""nargs"": null, ""option_strings"": [""--max-paths""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": false, ""type"": ""_path""}]",True,False,False,False,[]
target-pack-infer,target-pack-infer,infer a fact-preserving target pack and template plan,,"[{""choices"": null, ""default"": null, ""dest"": ""primary_image"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""output_directory"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""name"", ""help"": null, ""nargs"": null, ""option_strings"": [""--name""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""pdb"", ""help"": null, ""nargs"": null, ""option_strings"": [""--pdb""], ""required"": false, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""map"", ""help"": null, ""nargs"": null, ""option_strings"": [""--map""], ""required"": false, ""type"": ""_path""}, {""choices"": null, ""default"": [], ""dest"": ""object"", ""help"": null, ""nargs"": null, ""option_strings"": [""--object""], ""required"": false, ""type"": ""_path""}, {""choices"": null, ""default"": [], ""dest"": ""library"", ""help"": null, ""nargs"": null, ""option_strings"": [""--library""], ""required"": false, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""rebuilt_image"", ""help"": null, ""nargs"": null, ""option_strings"": [""--rebuilt-image""], ""required"": false, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""decisions"", ""help"": null, ""nargs"": null, ""option_strings"": [""--decisions""], ""required"": false, ""type"": ""_path""}, {""choices"": null, ""default"": false, ""dest"": ""reference_artifacts"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--reference-artifacts""], ""required"": false, ""type"": null}]",True,False,True,False,[]
target-pack-verify,target-pack-verify,verify a target-pack contract and referenced artifacts,,"[{""choices"": null, ""default"": null, ""dest"": ""target_pack"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}]",True,False,True,False,[]
template-derive,template-derive,derive a grounded project-template contract from a target pack,,"[{""choices"": null, ""default"": null, ""dest"": ""target_pack"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}]",True,False,True,False,[]
template-materialize,template-materialize,materialize the grounded working layout for an existing target project,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}]",True,False,True,False,[]
test-bundle-create,test-bundle-create,create a hash-sealed authorized static test bundle,,"[{""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""artifact"", ""help"": ""role=path"", ""nargs"": null, ""option_strings"": [""--artifact""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""authorization"", ""help"": null, ""nargs"": null, ""option_strings"": [""--authorization""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""name"", ""help"": null, ""nargs"": null, ""option_strings"": [""--name""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""description"", ""help"": null, ""nargs"": null, ""option_strings"": [""--description""], ""required"": false, ""type"": null}, {""choices"": [""x86"", ""x86_64""], ""default"": null, ""dest"": ""expected_architecture"", ""help"": null, ""nargs"": null, ""option_strings"": [""--expected-architecture""], ""required"": false, ""type"": null}]",True,False,True,False,[]
test-bundle-inspect,test-bundle-inspect,"safely extract, verify, and statically inspect an authorized test bundle",,"[{""choices"": null, ""default"": null, ""dest"": ""bundle"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": false, ""type"": ""_path""}]",True,False,True,False,[]
tests,tests,canonical tests capability commands,Canonical tests commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
