command,name,help,description,arguments_json,has_help,has_description,mentioned_in_docs,example_in_code_block,safety_flags
graph edge,edge,edge command,,"[{""choices"": null, ""default"": null, ""dest"": ""source_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""target_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""relation"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""attributes_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--attributes-json""], ""required"": false, ""type"": null}]",True,False,False,False,[]
graph impact,impact,impact command,,"[{""choices"": null, ""default"": null, ""dest"": ""node_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": ""outbound"", ""dest"": ""direction"", ""help"": null, ""nargs"": null, ""option_strings"": [""--direction""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 8, ""dest"": ""max_depth"", ""help"": null, ""nargs"": null, ""option_strings"": [""--max-depth""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": null, ""dest"": ""relations"", ""help"": null, ""nargs"": null, ""option_strings"": [""--relations""], ""required"": false, ""type"": null}]",True,False,False,False,[]
graph node,node,node command,,"[{""choices"": null, ""default"": null, ""dest"": ""node_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""kind"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""label"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""attributes_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--attributes-json""], ""required"": false, ""type"": null}]",True,False,False,False,[]
harness-generate,harness-generate,generate an execution harness from binary functions,,"[{""choices"": null, ""default"": null, ""dest"": ""abi_contract"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""pointer_parameters"", ""help"": null, ""nargs"": null, ""option_strings"": [""--pointer-parameters""], ""required"": false, ""type"": ""_path""}, {""choices"": null, ""default"": false, ""dest"": ""no_observe_pointers"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--no-observe-pointers""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 100000, ""dest"": ""max_instructions"", ""help"": null, ""nargs"": null, ""option_strings"": [""--max-instructions""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": 1000, ""dest"": ""timeout_ms"", ""help"": null, ""nargs"": null, ""option_strings"": [""--timeout-ms""], ""required"": false, ""type"": ""int""}]",True,False,False,False,[]
headers,headers,canonical headers capability commands,Canonical headers commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
headers create,create,create command,,"[{""choices"": null, ""default"": null, ""dest"": ""path"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": ""private"", ""dest"": ""visibility"", ""help"": null, ""nargs"": null, ""option_strings"": [""--visibility""], ""required"": false, ""type"": null}]",True,False,False,False,[]
headers cycles,cycles,cycles command,,[],True,False,False,False,[]
headers declare,declare,declare command,,"[{""choices"": null, ""default"": null, ""dest"": ""header_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""symbol_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""declaration"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": ""function"", ""dest"": ""kind"", ""help"": null, ""nargs"": null, ""option_strings"": [""--kind""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 1.0, ""dest"": ""confidence"", ""help"": null, ""nargs"": null, ""option_strings"": [""--confidence""], ""required"": false, ""type"": ""float""}, {""choices"": null, ""default"": null, ""dest"": ""evidence_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--evidence-json""], ""required"": false, ""type"": null}]",True,False,False,False,[]
headers explain,explain,explain command,,"[{""choices"": null, ""default"": null, ""dest"": ""header_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
headers include,include,include command,,"[{""choices"": null, ""default"": null, ""dest"": ""source_header_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""target_header_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""reason"", ""help"": null, ""nargs"": null, ""option_strings"": [""--reason""], ""required"": true, ""type"": null}]",True,False,False,False,[]
headers synthesize,synthesize,synthesize command,,"[{""choices"": null, ""default"": null, ""dest"": ""header_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output_root"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output-root""], ""required"": false, ""type"": null}]",True,False,False,False,[]
headers synthesize-project,synthesize-project,synthesize-project command,,"[{""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""module"", ""help"": null, ""nargs"": null, ""option_strings"": [""--module""], ""required"": false, ""type"": null}]",True,False,False,False,[]
headers validate,validate,validate command,,"[{""choices"": null, ""default"": null, ""dest"": ""header_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
hybrid,hybrid,canonical hybrid capability commands,Canonical hybrid commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
hybrid compose,compose,compose command,,"[{""choices"": null, ""default"": null, ""dest"": ""run_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
hybrid generate,generate,generate command,,"[{""choices"": null, ""default"": null, ""dest"": ""source_project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": [""x86"", ""x86_64""], ""default"": ""x86"", ""dest"": ""architecture"", ""help"": null, ""nargs"": null, ""option_strings"": [""--architecture""], ""required"": false, ""type"": null}, {""choices"": [""bytes"", ""annotated"", ""mnemonic""], ""default"": ""bytes"", ""dest"": ""asm_format"", ""help"": null, ""nargs"": null, ""option_strings"": [""--asm-format""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 0, ""dest"": ""image_base"", ""help"": null, ""nargs"": null, ""option_strings"": [""--image-base""], ""required"": false, ""type"": ""_int""}, {""choices"": null, ""default"": null, ""dest"": ""assembler_command_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--assembler-command-json""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""symbol_map"", ""help"": null, ""nargs"": null, ""option_strings"": [""--symbol-map""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": false, ""dest"": ""overwrite"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--overwrite""], ""required"": false, ""type"": null}]",True,False,False,False,[]
hybrid verify,verify,verify command,,"[{""choices"": null, ""default"": null, ""dest"": ""composition_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
hybrid-generate,hybrid-generate,compatibility alias for: x86decomp hybrid generate,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": [""x86"", ""x86_64""], ""default"": ""x86"", ""dest"": ""architecture"", ""help"": null, ""nargs"": null, ""option_strings"": [""--architecture""], ""required"": false, ""type"": null}, {""choices"": [""bytes"", ""annotated"", ""mnemonic""], ""default"": ""bytes"", ""dest"": ""asm_format"", ""help"": null, ""nargs"": null, ""option_strings"": [""--asm-format""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 0, ""dest"": ""image_base"", ""help"": null, ""nargs"": null, ""option_strings"": [""--image-base""], ""required"": false, ""type"": ""_int""}, {""choices"": null, ""default"": null, ""dest"": ""assembler_command_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--assembler-command-json""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""symbol_map"", ""help"": null, ""nargs"": null, ""option_strings"": [""--symbol-map""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": false, ""dest"": ""overwrite"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--overwrite""], ""required"": false, ""type"": null}]",True,False,False,False,[]
hypothesis,hypothesis,canonical hypothesis capability commands,Canonical hypothesis commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
hypothesis create,create,create command,,"[{""choices"": null, ""default"": null, ""dest"": ""statement"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""scope_kind"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""scope_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""origin"", ""help"": null, ""nargs"": null, ""option_strings"": [""--origin""], ""required"": true, ""type"": null}]",True,False,False,False,[]
hypothesis dependency,dependency,dependency command,,"[{""choices"": null, ""default"": null, ""dest"": ""hypothesis_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""depends_on_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
